vw_exporter_name,QUANTITY,UNIT_QUANTITY,PRODUCT_DESCRIPTION,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY,UNIT_QUANTITY
HETERO,7992,PAC,LEVETIRACETAMORALSOLUTION100MG /ML(473 M L)LEVETIRACETAM 100 MG / ML SOLUTION ( 7 992 SOLUTION),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,8070,PAC,LEVETIRACETAM 100 MG / ML SOLUTION (8070 SOLUTION/1 S PACK) (MEIS APPENDIX 3B SL .NO:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,16836,PAC,LEVETIRACETAM 750 MG TABS(120 S PACKS)(M EIS APPENDIX 3B SL.NO:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,6912,PAC,LEVETIRACETAM 750 MG TABS (BATCH NOS:E18 0893)(120 S PACKS) (MEIS APPENDIX 3B SL. NO:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,25344,PAC,"LEVETIRACETAM 1000 MG TABS (BATCH NO:E18 0796,E180851) (60 S PACKS)(MEIS APPENDIX 3B SL.NO:1813)",PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,2529,PAC,LEVETIRACETAM 250MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20688,PAC,LEVETIRACETAM 1000 MG TABS (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5028,PAC,LEVETIRACETAM 500MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,168,PAC,LEVETIRACETAM 500MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,9120,PAC,LEVETIRACETAM 750MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20412,PAC,LEVETIRACETAM 250 MG TABS(PACK OF 120 NO S)(2449440 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,41520,PAC,LEVETIRACETAM 1000MG TABS(60 S PACK)(MEI S APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3984,PAC,LEVETIRACETAM 750MG TABS(3984 PACKS)(478 080 TABS)(120'S PACKS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5232,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3318,PAC,LEVETIRACETAM 500MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,1053,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (47,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,11340,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (473ML PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,3456,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (47,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,21264,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 120 NOS) (2551680 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,11376,PAC,LEVETIRACETAM 1000 MG TABS PACK OF 60S(682 560 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20736,PAC,LEVETIRACETAM 1000MG TABS (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,27888,PAC,LEVETIRACETAM 750 MG TABS (PACK OF 120 N OS) (3346560 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,41856,PAC,LEVETIRACETAM 500 MG TABS (41856 PACKS)( 5022720 TABS)(120'S PACKS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21072,PAC,LEVETIRACETAM 500 MG TABS (120 S PACK) ( MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5166,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML  47,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,7008,PAC,LEVETIRACETAM 750 MG TABS(PACK OF 120 'S)(840 960 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4032,PAC,"LEVETIRACETAMORALSOLUTION100MG/ML(473ML)LEVETIRACETAM 100 MG / ML SOLUTION(4,032SOLUTION)",PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,9312,PAC,LEVETIRACETAM 750 MG TABS (1 117 440 TABS) (PACK OF 120S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4005,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML  473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,1992,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4224,PAC,LEVETIRACETAM 250MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,11223,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (473ML PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,744,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 500'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,1080,NOS,"LEVETIRACETAM ORAL SOLUTION 100MG/ML, 47",NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,3978,NOS,"LEVETIRACETAM ORAL SOLUTION 100MG/ML, 47",NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,20784,PAC,LEVETIRACETAM 1000 MG TABS (60 S PACKS)(,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,8082,PAC,LEVETIRACETAMORALSOLUTION100MG/ML(473ML) LEVETIRACETAM 100 MG/ML SOLUTION,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,13872,PAC,LEVETIRACETAM 750 MG TABS(120 S PACKS)(M EIS APPENDIX 3B SL.NO:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20784,PAC,LEVETIRACETAM 500 MG TABS (120 S PACKS)( MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,8064,PAC,LEVETIRACETAM ORAL SOLUTION100MG/ML LEVE TIRACETAM 100 MG / ML SOLUTION(PACK OF 1 S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4464,PAC,LEVETIRACETAM 500MG TABS (PACK OF 500 NOS)(2232000 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21120,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 120 NOS) (2 534 400 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,2652,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 500',PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3942,NOS,"LEVETIRACETAM ORAL SOLUTION 100MG/ML, 47",NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,4860,PAC,LEVETIRACETAM 500 MG TABS(PACK OF 500'S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21264,PAC,LEVETIRACETAM 500 MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3168,PAC,LEVETIRACETAM 500 MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20064,PAC,LEVETIRACETAM 1000MG TABS,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3918,PAC,LEVETIRACETAMORALSOLUTION100MG/ML(473ML) LEVETIRACETAM 100 MG / ML SOLUTION(1 S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,90,PAC,LEVETIRACETAMORALSOLUTION100MG /ML (473M L) LEVETIRACETAM 100 MG / ML SOLUTION (P ACK OF 1 NOS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,7962,PAC,LEVETIRACETAM ORAL SOLUTION 473ML(LEVETI RACETAM 100MG/ML SOLUTION(1 S PACK)(MEIS APPENDIX 3B SL.NO:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20352,PAC,LEVETIRACETAM 250 MG TABS (120 S PACKS)( MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5028,PAC,LEVETIRACETAM 500 MG TABS (500 S PACKS)( MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,1248,PAC,LEVETIRACETAM 750MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,24,PAC,LEVETIRACETAM 750MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3972,PAC,LEVETIRACETAMORALSOLUTION100MG/ML(437ML) (1 S PACK)(LEVETIRACETAM 100 MG / ML SOL UTION)(MEIS APPENDIX 3B SL NO:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20796,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4956,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 500 N OS) (2478000 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,9936,PAC,LEVETIRACETAM 1000MG TABS (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,52752,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,600,PAC,LEVETIRACETAM 250MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,660,PAC,LEVETIRACETAM 250MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5028,PAC,LEVETIRACETAM 500 MG TABS,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5184,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 120,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,2520,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 500 N,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21120,PAC,LEVETIRACETAM 1000 MG TABS (PACK OF 60',PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,7875,PAC,LEVETIRACETAMORALSOLUTION100MG/ML(473ML),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,11232,NOS,"LEVETIRACETAM ORAL SOLUTION 100MG/ML, 47",NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,3960,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML (47,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5232,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 120',PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,600,PAC,LEVETIRACETAM 250 MG TABS (PACK OF 500 N,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21168,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,7986,PAC,LEVETIRACETAMORALSOLUTION 100MG/ML(473ML) LEVETIRACETAM 100MG/ML SOLUTION (7986SOLUTION)(PACK OF 1S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,11616,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4080,PAC,LEVETIRACETAM 750 MG TABS (BATCH NO:E180 993) (120 S PACKS)(MEIS APPENDIX 3B SL.N O:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,31056,PAC,"LEVETIRACETAM 500 MG TABS (BATCH NOS:E18 1033,E181034,E180904)(120 S PACKS)(MEIS APPENDIX 3B SL.NO:1799)",PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21120,PAC,LEVETIRACETAM 500 MG TABS(21120 PACKS)(2 534400 TABS)(120'S PACKS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21024,PAC,LEVETIRACETAM 500 MG TABS(120 S PACKS)(M EIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,8004,PAC,LEVETIRACETAMORALSOLUTION100MG (473 ML) LEVETIRACETAM 100 MG /ML SOLUTION (8004 SOLUTION),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,960,PAC,LEVETIRACETAM 500MG TABS(120 S PACK)(MEI S APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,2484,PAC,LEVETIRACETAM 500MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,7950,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML(LEV ETIRACETAM 100 MG/ ML SOLUTION)(1 S PACK )(MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,1686,PAC,LEVETIRACETAM 750 MG TABS (PACK OF 500 NOS) (843000 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,6048,PAC,LEVETIRACETAM 250MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,1125,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML  47,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,21216,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,10368,NOS,LEVETIRACETAM 500 MG TABS (120'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,8070,PAC,LEVETIRACETAMORALSOLUTION100MG/ML(473ML) LEVETIRACETAM 100 MG / ML SOLUTION(TOTAL QTY 8 070 SOLUTION),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,8016,PAC,LEVETIRACETAMORALSOLUTION100MG/ML(473ML) LEVETIRACETAM 100 MG / ML SOLUTION(TOTAL QTY 8 016 SOLUTION),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,7974,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML(LEV ETIRACETAM 100 MG/ ML SOLUTION)(1 S PACK )(MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,8040,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML LEV ETIRACETAM 100MG/ML SOLUTION (8040 SOLUT ION),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,3942,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML LEV ETIRACETAM 100 MG / ML SOLUTION (PACK OF 1 S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,12192,PAC,LEVETIRACETAM 750MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5076,PAC,LEVETIRACETAM 500 MG TABS (500 S PACKS)( MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4650,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML (47 3ML PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,14016,PAC,LEVETIRACETAM 750 MG TABS (120 S PACKS) (MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,7008,PAC,LEVETIRACETAM 750 MG TABS (PACK OF 120 N OS) (840960 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,11502,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML  47 3ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,1680,PAC,LEVETIRACETAM 750 MG TABS (PACK OF 500 N,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,7872,PAC,LEVETIRACETAM 750 MG TABS( PACK OF 120 NOS) (944640 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,6864,PAC,LEVETIRACETAM 500 MG TABS ( PACK OF 120,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,10464,PAC,LEVETIRACETAM 1000MG TABS (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,10560,PAC,LEVETIRACETAM 1000MG TABS (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,31488,PAC,LEVETIRACETAM 1000MG TABS (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3978,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (473ML PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,8001,PAC,LEVETIRACETAMORALSOLUTION100MG/ML(473ML) LEVETIRACETAM 100 MG/ML SOLUTION (PACK OF 1 NOS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,1152,NOS,"LEVETIRACETAM ORAL SOLUTION 100MG/ML, 47 3ML PACK",NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,16704,PAC,LEVETIRACETAM 1000 MG TABS (BATCH NO:E18 0851) (60 S PACKS)(MEIS APPENDIX 3B SL.N O:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3900,PAC,LEVETIRACETAM ORAL SOLUTION 100MG/ML(473 ML)LEVETIRACETAM 100 MG/ML SOLUTION (390 0 SOLUTION)(1'S PACKS )(3900 PACKS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,14256,PAC,LEVETIRACETAM 500 MG TABS(120 S PACKS)(M EIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5010000,NOS,LEVETIRACETAM 500MG TABS (10020X500'S PACK),NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,11454,PAC,LEVETIRACETAMORALSOLUTION100MG/ML(473ML)LEVETIRACETAM 100 MG/ML SOLUTION(1 S PACK)(MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,2225,PAC,LEVETIRACETAM 750MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,10452,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,2496,PAC,LEVETIRACETAM 250 MG TABS(PACK OF 500 NO S)(1248000 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,16752,PAC,LEVETIRACETAM 750MG TABS(16752 PACKS)(20 10240 TABS)(120'S PACKS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,156,PAC,LEVETIRACETAM 750MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21024,PAC,LEVETIRACETAM 1000 MG TABS ( PACK OF 60NOS) (1261440 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,15648,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,14832,PAC,LEVETIRACETAM 1000 MG TABS (PACK OF 60 NOS) (889920 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,10188,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML (47,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,20688,PAC,LEVETIRACETAM 1000 MG TABS (PACK OF 60 NOS) (1241280 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20976,PAC,LEVETIRACETAM 1000 MG TABS (PACK OF 60'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20976,PAC,LEVETIRACETAM 100 MG TABS (PACK OF 60'S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4416,PAC,LEVETIRACETAM 1000MG TABS (60'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,16992,PAC,LEVETIRACETAM 500MG TABS (120'S PACK) RI,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20880,PAC,LEVETIRACETAM 500 MG TABS (120 S PACKS)( MEIS APPENDIX 3B SL.NO:1799),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,6960,PAC,LEVETIRACETAM 750MG TABS(6960 PACKS)(835 200 TABS)(120'S PACKS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20976,PAC,LEVETIRACETAM 500MG TABS (20976 PACKS)(2 517120 TABS)(120'S PACKS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,21120,PAC,LEVETIRACETAM 500 MG TABS (120 S PACKS)(,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,744,PAC,LEVETIRACETAM 500 MG TABS (500 S PACKS)(,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4320,PAC,LEVETIRACETAM 500 MG TABS (500 S PACKS)(,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,5088,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 500 NOS) (2544000 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,15840,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 120 NOS) (1900800 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,6300,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML  47,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,11457,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML 473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,11313,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML 473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,10368,PAC,LEVETIRACETAM 250MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,6912,PAC,LEVETIRACETAM 750 MG TABS(PACK OF 120 'S)(829 440 TABS),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,13968,PAC,LEVETIRACETAM 500MG TABS (120'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4992,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 500'S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,552,PAC,LEVETIRACETAM 250MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,960,PAC,LEVETIRACETAM 250MG TABS (500'S PACK),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,4320,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 500'S,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,3978,NOS,"LEVETIRACETAM ORAL SOLLUTION 100MG/ML, 4",NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
HETERO,8010,PAC,LEVETIRACETAMORAL SOLUTION 100MG/ML(473M L) LEVETIRACETAM 100 MG/ML SOLUTION(PACK OF 1 S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,13776,PAC,LEVETIRACETAM 750 MG TABS(120 S PACKS)(M EIS APPENDIX 3B SL.NO:1813),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,8082,PAC,LEVETIRACETAMORAL SOLUTION 100MG ML(473M L) LEVETIRACETAM 100MG ML SOLUTION (PACK OF 1 S),PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,20640,PAC,LEVETIRACETAM 500 MG TABS (PACK OF 120',PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC,PAC
HETERO,11367,NOS,LEVETIRACETAM ORAL SOLUTION 100MG/ML 473ML PACK,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS,NOS
